,Strong1,Strong2,Strong_alone,Weak,Weakest,Domain,Subdomain,median_alpha,n,median_ntail,median_meandeg
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/C_elegans_interactomes_2009_WI-2007_Biological_Protein_interactions_n4.gml,False,True,False,True,True,Biological,Protein_interactions,2.2950000000000008,1496,847.5,2.6164308191277823
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/C_elegans_interactomes_2009_WI8_Biological_Protein_interactions_n4.gml,True,True,True,True,True,Biological,Protein_interactions,2.620000000000001,2528,231.0,3.1811458726401609
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Collins_yeast_interactome_2007_Combined-AP_MS_Biological_Protein_interactions_n4.gml,False,False,False,False,False,Biological,Protein_interactions,2.8600000000000017,1622,313.0,11.183723797780518
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Reguly_yeast_interactome_2006_LC-multiple_Biological_Protein_interactions_n4.gml,False,False,False,True,True,Biological,Protein_interactions,3.5050000000000021,1536,152.5,4.0650553251236605
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Yu_yeast_interactomes_2008_CCSB-YI1_Biological_Protein_interactions_n4.gml,True,True,True,True,True,Biological,Protein_interactions,2.620000000000001,1278,251.5,3.0731693062941967
/Volumes/Durodon/gmls/Biological/Protein_interactions/n4/Yu_yeast_interactomes_2008_Y2H-union_Biological_Protein_interactions_n4.gml,True,True,True,True,True,Biological,Protein_interactions,2.890000000000001,2018,167.0,3.0803479070875781
/Volumes/Durodon/gmls/Biological/Protein_interactions/n5/Binary_interactomes_various_species_2012_H_sapiens_human_binary_hq_Biological_Protein_interactions_n5.gml,False,False,False,False,False,Biological,Protein_interactions,2.5100000000000016,,1104.0,8.6753590058121244
/Volumes/Durodon/gmls/Biological/Protein_interactions/n5/Binary_interactomes_various_species_2012_H_sapiens_human_binary_ht_Biological_Protein_interactions_n5.gml,False,False,False,False,False,Biological,Protein_interactions,2.5200000000000014,,803.0,8.2984664500638861
/Volumes/Durodon/gmls/Biological/Protein_interactions/n5/Binary_interactomes_various_species_2012_H_sapiens_human_binary_lc_Biological_Protein_interactions_n5.gml,False,False,False,True,True,Biological,Protein_interactions,3.1100000000000021,,445.0,3.540710659898477
/Volumes/Durodon/gmls/Biological/Protein_interactions/n5/Binary_interactomes_various_species_2012_H_sapiens_human_cocomp_hq_Biological_Protein_interactions_n5.gml,False,False,False,False,False,Biological,Protein_interactions,2.890000000000001,,349.0,5.8549641687317981
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_11_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6500000000000006,305,305.0,3.0491803278688523
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_4_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6200000000000006,251,251.0,3.1792828685258963
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_7_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6200000000000006,192,192.0,3.1979166666666665
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_9_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6300000000000006,199,199.0,3.1256281407035176
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_10_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6400000000000006,283,283.0,3.0883392226148412
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_11_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6300000000000006,305,305.0,3.1278688524590166
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_6_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6400000000000006,281,281.0,3.0533807829181496
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_7_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6400000000000006,311,311.0,3.0482315112540195
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pp_M_UK_U_N_15h_9_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.6400000000000006,224,224.0,3.1071428571428572
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_208d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8650000000000007,401,394.0,2.3733495718069166
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8600000000000008,257,257.0,2.350194552529183
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,425,418.0,2.3520538142264207
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9700000000000009,154,154.0,2.1558441558441559
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9100000000000008,235,205.5,2.2370647969052224
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9250000000000007,134,125.0,2.2223365928975811
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_4_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8150000000000008,229,227.0,2.502319262493935
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_15d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8600000000000008,318,318.0,2.3962264150943398
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9600000000000009,339,339.0,2.1769911504424777
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_18d_5_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8300000000000007,375,367.0,2.4366499535747446
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+4R_U_N_19d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8600000000000008,386,386.0,2.383419689119171
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I+R_U_N_18d_4_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,346,346.0,2.4104046242774566
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I_U_N_15d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9200000000000008,254,254.0,2.2519685039370079
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_M_I_U_N_19d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9200000000000008,444,444.0,2.2477477477477477
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_16d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,158,158.0,2.5316455696202533
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_16d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8200000000000007,120,120.0,2.7166666666666668
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_16d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,223,223.0,2.4753363228699552
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_18d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8750000000000009,186,184.0,2.4511993382961128
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_18d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,142,137.0,2.5419334186939819
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_18d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,322,322.0,2.5093167701863353
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_20d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9300000000000008,179,162.5,2.3271217570980332
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_20d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,137,129.0,2.4698075646980757
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_20d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8550000000000009,334,333.0,2.4774908015294712
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,2.0900000000000007,84,84.0,2.0476190476190474
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-H_N_26d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,2.0200000000000009,233,233.0,2.1201716738197427
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,103,103.0,2.6019417475728157
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,2.0700000000000007,69,69.0,2.0869565217391304
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.7900000000000007,177,177.0,2.7344632768361583
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8600000000000008,161,161.0,2.4968944099378882
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9500000000000008,141,141.0,2.226950354609929
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_18d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8100000000000007,291,291.0,2.6254295532646048
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,194,194.0,2.4329896907216493
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9300000000000008,224,224.0,2.25
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8200000000000007,352,352.0,2.5738636363636362
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_26d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8200000000000007,208,207.0,2.5072815533980584
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_26d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.7750000000000008,306,304.0,2.611911872916937
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_26d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,346,344.0,2.4854984281513035
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9600000000000009,108,108.0,2.2222222222222223
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9250000000000007,270,254.0,2.2211328976034856
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_31d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9900000000000009,137,137.0,2.1605839416058394
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_16d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8100000000000007,115,115.0,2.6434782608695651
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_16d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,216,216.0,2.6666666666666665
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_16d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8100000000000007,161,161.0,2.658385093167702
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8400000000000007,185,185.0,2.5297297297297296
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8200000000000007,338,338.0,2.5857988165680474
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_18d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,293,293.0,2.4641638225255971
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_20d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8500000000000008,208,208.0,2.5096153846153846
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_20d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8150000000000008,370,369.0,2.5826674500587545
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_20d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8700000000000008,352,352.0,2.4545454545454546
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.955000000000001,170,166.0,2.2296296296296294
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8050000000000006,367,356.0,2.5827982466532404
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_26d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9000000000000008,374,360.0,2.3266823282124198
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_31d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,2.0200000000000009,109,109.0,2.1100917431192658
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-M_N_31d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,141,141.0,2.2553191489361701
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_16d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,2.0200000000000009,89,89.0,2.2471910112359552
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_16d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9000000000000008,126,126.0,2.4603174603174605
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_16d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9700000000000009,192,192.0,2.2708333333333335
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_18d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9500000000000008,154,154.0,2.2987012987012987
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_18d_2_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,302,302.0,2.423841059602649
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_18d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8900000000000008,317,317.0,2.3974763406940065
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_20d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.9400000000000008,202,202.0,2.3069306930693068
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_20d_3_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,380,380.0,2.4105263157894736
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_26d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,300,300.0,2.6000000000000001
/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_U_N_31d_1_Biological_Tissue_n3.gml,False,False,False,False,False,Biological,Tissue,1.7900000000000007,304,304.0,2.6315789473684212
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Ag_M_I+4R_U_N_42d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6500000000000006,2366,2366.0,3.0980557903634827
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,1357,1357.0,2.7383935151068535
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,1357,1357.0,2.7383935151068535
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,1357,1357.0,2.7383935151068535
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_4_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7600000000000009,543,543.0,2.6703499079189688
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_5_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8800000000000008,483,483.0,2.3146997929606625
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_6_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,1029,1029.0,2.5597667638483963
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pi_M_I_U_N_46d_7_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,1519,1519.0,2.7083607636603029
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6200000000000006,411,411.0,3.1386861313868613
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6200000000000006,345,345.0,3.1768115942028987
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_Tokyo_U_N_26h_6_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6200000000000006,492,492.0,3.1626016260162602
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_UK_U_N_15h_12_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6100000000000003,480,480.0,3.2541666666666669
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_UK_U_N_15h_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6100000000000003,1316,1316.0,3.2446808510638299
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_UK_U_N_15h_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6100000000000003,1161,1161.0,3.2523686477174851
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pp_M_UK_U_N_15h_8_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.6300000000000006,344,344.0,3.1220930232558142
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_155d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8550000000000009,613,610.0,2.385263282369098
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_155d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8300000000000007,796,792.0,2.4507882049843124
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_155d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7700000000000009,672,655.0,2.6510579937304075
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_208d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8500000000000008,462,459.0,2.394395078605605
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_208d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8850000000000007,474,469.0,2.3071620835152045
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_36d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7600000000000009,1164,1161.0,2.6296405106564817
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_36d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7300000000000006,709,709.0,2.7447108603667139
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_36d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.765000000000001,1107,1088.0,2.6474167703947074
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_57d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7600000000000009,1060,1056.0,2.6401750484252817
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_57d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,695,695.0,2.7165467625899282
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_57d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7550000000000008,1138,1112.5,2.6782327652412357
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_78d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7800000000000007,577,574.0,2.5679779765500035
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_78d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7400000000000009,381,381.0,2.6824146981627295
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_78d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7550000000000008,1122,1097.0,2.6951073509458059
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_99d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8100000000000007,731,728.0,2.5013991226001226
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_99d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8550000000000009,561,555.5,2.3835294117647061
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_Fc_N_99d_3_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7500000000000009,1149,1135.0,2.7438124452166837
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8150000000000008,730,721.0,2.4815068493150685
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_U_N_155d_4_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7850000000000006,442,439.0,2.6128315828801529
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_U_N_36d_1_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.7500000000000009,1365,1358.0,2.6465789823302774
/Volumes/Durodon/gmls/Biological/Tissue/n4/Fungal_growth_networks_Pv_L_I+4xR_U_N_36d_2_Biological_Tissue_n4.gml,False,False,False,False,False,Biological,Tissue,1.8000000000000007,1108,1104.0,2.5009222185756483
