,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
Metabolic_networks_from_KEGG_2006_mka_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1657.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mka_Biological_Metabolic_n4.gml,725.0,2.61,3.0,377.0,-792.285263393,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mle_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2542.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mle_Biological_Metabolic_n4.gml,961.0,2.2,9.0,76.0,-287.81029301,0.178,1.0,0.0,0.0,0.0
Metabolic_networks_from_KEGG_2006_mlo_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,4679.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mlo_Biological_Metabolic_n4.gml,1605.0,2.8,4.0,756.0,-1697.81288408,0.006,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mma_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2381.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mma_Biological_Metabolic_n4.gml,1008.0,2.63,3.0,534.0,-1111.8022419,0.02,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mmu_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,5611.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mmu_Biological_Metabolic_n4.gml,1863.0,2.61,4.0,840.0,-2034.88393186,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mpe_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1289.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mpe_Biological_Metabolic_n4.gml,546.0,2.41,4.0,161.0,-423.813648177,0.676,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mtc_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3916.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mtc_Biological_Metabolic_n4.gml,1443.0,2.86,4.0,621.0,-1365.7428867,0.0,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mth_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1818.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mth_Biological_Metabolic_n4.gml,774.0,2.58,3.0,410.0,-875.807213065,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_mtu_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,4080.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_mtu_Biological_Metabolic_n4.gml,1463.0,2.87,4.0,656.0,-1433.04563262,0.0,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_nma_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2601.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_nma_Biological_Metabolic_n4.gml,1017.0,2.3,7.0,115.0,-389.299443561,0.23,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_nme_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2602.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_nme_Biological_Metabolic_n4.gml,1020.0,2.29,7.0,114.0,-387.191536028,0.293,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_oih_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3601.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_oih_Biological_Metabolic_n4.gml,1340.0,2.7,4.0,543.0,-1268.44972084,0.004,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pab_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1881.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pab_Biological_Metabolic_n4.gml,800.0,2.4,2.0,754.0,-1409.9380336,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pae_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4439.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pae_Biological_Metabolic_n4.gml,1581.0,2.82,4.0,711.0,-1586.64121813,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pai_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2283.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pai_Biological_Metabolic_n4.gml,920.0,2.71,3.0,555.0,-1114.84198252,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1934.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pfu_Biological_Metabolic_n4.gml,786.0,2.58,3.0,436.0,-928.255055149,0.007,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pho_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1668.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pho_Biological_Metabolic_n4.gml,709.0,2.63,3.0,375.0,-782.469739647,0.011,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_pmu_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,3149.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_pmu_Biological_Metabolic_n4.gml,1133.0,2.75,4.0,513.0,-1172.45111436,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_rco_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1730.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_rco_Biological_Metabolic_n4.gml,741.0,2.61,3.0,396.0,-834.149680791,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_rno_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4704.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_rno_Biological_Metabolic_n4.gml,1646.0,2.7,4.0,725.0,-1690.2468055,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_rpr_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,1695.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_rpr_Biological_Metabolic_n4.gml,754.0,2.63,3.0,391.0,-814.320289168,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_rso_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4541.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_rso_Biological_Metabolic_n4.gml,1642.0,2.85,4.0,721.0,-1589.34671712,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sag_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2088.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sag_Biological_Metabolic_n4.gml,814.0,2.52,4.0,303.0,-760.549720933,0.071,2.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sam_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2908.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sam_Biological_Metabolic_n4.gml,1073.0,2.64,4.0,452.0,-1079.76869102,0.009,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_san_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2103.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_san_Biological_Metabolic_n4.gml,819.0,2.55,4.0,310.0,-769.961631944,0.111,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sau_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2876.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sau_Biological_Metabolic_n4.gml,1034.0,2.64,4.0,451.0,-1077.71292995,0.016,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sav_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2874.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sav_Biological_Metabolic_n4.gml,1030.0,2.64,4.0,451.0,-1078.78583019,0.01,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sce_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3943.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sce_Biological_Metabolic_n4.gml,1378.0,2.78,4.0,632.0,-1430.25467588,0.02,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sco_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4299.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sco_Biological_Metabolic_n4.gml,1542.0,2.91,4.0,710.0,-1530.49290433,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sfl_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4354.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sfl_Biological_Metabolic_n4.gml,1560.0,2.83,4.0,706.0,-1567.56042278,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sme_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4831.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sme_Biological_Metabolic_n4.gml,1705.0,2.84,4.0,785.0,-1735.00043767,0.001,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_smu_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2232.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_smu_Biological_Metabolic_n4.gml,858.0,2.51,4.0,330.0,-831.496422212,0.12,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3849.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_son_Biological_Metabolic_n4.gml,1417.0,2.76,4.0,605.0,-1379.35617602,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_spg_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1922.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spg_Biological_Metabolic_n4.gml,765.0,2.27,2.0,712.0,-1446.72862864,0.002,1.0,0.0,1.0,-1.0
Metabolic_networks_from_KEGG_2006_spm_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1930.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spm_Biological_Metabolic_n4.gml,765.0,2.27,2.0,713.0,-1452.24870921,0.001,1.0,0.0,1.0,-1.0
Metabolic_networks_from_KEGG_2006_spn_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2188.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spn_Biological_Metabolic_n4.gml,839.0,2.51,4.0,325.0,-819.424243259,0.23,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_spo_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3365.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spo_Biological_Metabolic_n4.gml,1184.0,2.66,4.0,518.0,-1227.3322649,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_spr_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2242.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spr_Biological_Metabolic_n4.gml,857.0,2.5,4.0,330.0,-837.768095984,0.125,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_spy_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,1968.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_spy_Biological_Metabolic_n4.gml,825.0,2.32,2.0,747.0,-1475.00292848,0.013,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sso_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2489.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sso_Biological_Metabolic_n4.gml,1035.0,2.66,3.0,579.0,-1189.39787147,0.0,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_stm_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4394.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_stm_Biological_Metabolic_n4.gml,1563.0,2.83,4.0,729.0,-1620.06969383,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sto_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2249.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sto_Biological_Metabolic_n4.gml,932.0,2.64,3.0,522.0,-1083.84731573,0.004,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_sty_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,4225.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_sty_Biological_Metabolic_n4.gml,1497.0,2.81,4.0,693.0,-1551.00619782,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_syn_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,3266.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_syn_Biological_Metabolic_n4.gml,1222.0,2.78,4.0,498.0,-1128.42628404,0.0,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tac_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,1899.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tac_Biological_Metabolic_n4.gml,768.0,2.57,3.0,439.0,-942.693154052,0.006,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tel_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,2959.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tel_Biological_Metabolic_n4.gml,1159.0,2.79,4.0,461.0,-1040.86237814,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tma_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2315.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tma_Biological_Metabolic_n4.gml,876.0,2.62,4.0,354.0,-852.206224854,0.062,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tpa_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1223.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tpa_Biological_Metabolic_n4.gml,482.0,2.49,4.0,184.0,-468.636419328,0.473,1.0,0.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tte_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2474.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tte_Biological_Metabolic_n4.gml,931.0,2.59,4.0,374.0,-913.911329617,0.098,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_tvo_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,1921.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_tvo_Biological_Metabolic_n4.gml,757.0,2.65,3.0,466.0,-963.382425485,0.003,2.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3892.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_vch_Biological_Metabolic_n4.gml,1422.0,2.79,4.0,627.0,-1410.94949256,0.0,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_wbr_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2014.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_wbr_Biological_Metabolic_n4.gml,742.0,2.76,4.0,323.0,-736.571378658,0.006,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_xac_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3858.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_xac_Biological_Metabolic_n4.gml,1444.0,2.76,4.0,593.0,-1350.03501929,0.001,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_xcc_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,3872.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_xcc_Biological_Metabolic_n4.gml,1406.0,2.75,4.0,599.0,-1371.51883355,0.002,1.0,1.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_xfa_Biological_Metabolic_n4.gml_multigraphsimplified_largestcompdistribution.txt,Biological,Metabolic,2763.0,4.0,0,0,0,simplified,0,largest,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_xfa_Biological_Metabolic_n4.gml,1051.0,2.24,8.0,94.0,-339.604719107,0.124,2.0,0.0,0.0,0.0
Metabolic_networks_from_KEGG_2006_ype_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,4036.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_ype_Biological_Metabolic_n4.gml,1474.0,2.77,4.0,640.0,-1455.71886686,0.0,1.0,2.0,1.0,0.0
Metabolic_networks_from_KEGG_2006_ypk_Biological_Metabolic_n4.gml_multigraphsimplifieddistribution.txt,Biological,Metabolic,3938.0,4.0,0,0,0,simplified,0,entire,/Volumes/Durodon/gmls/Biological/Metabolic/n4/Metabolic_networks_from_KEGG_2006_ypk_Biological_Metabolic_n4.gml,1452.0,2.77,4.0,619.0,-1404.87029663,0.0,1.0,1.0,1.0,0.0
Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gml_largestcompdistribution.txt,Biological,Protein_interactions,597.0,3.0,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_hq_Biological_Protein_interactions_n3.gml,297.0,2.52,4.0,106.0,-266.107261093,0.115,0.0,0.0,1.0,-1.0
Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_lc_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,1446.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_A_thaliana_mustard_binary_lc_Biological_Protein_interactions_n3.gml,1001.0,2.42,2.0,626.0,-1160.2045775,0.0,1.0,-1.0,1.0,-1.0
Binary_interactomes_various_species_2012_E_coli_K12_binary_hq_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,747.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_E_coli_K12_binary_hq_Biological_Protein_interactions_n3.gml,637.0,4.15,4.0,95.0,-140.339916278,0.358,0.0,0.0,1.0,0.0
Binary_interactomes_various_species_2012_E_coli_K12_binary_lc_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,747.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_E_coli_K12_binary_lc_Biological_Protein_interactions_n3.gml,637.0,4.15,4.0,95.0,-140.339916278,0.362,0.0,0.0,1.0,0.0
Binary_interactomes_various_species_2012_E_coli_K12_cocomp_hq_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,2409.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_E_coli_K12_cocomp_hq_Biological_Protein_interactions_n3.gml,1118.0,1.82,1.0,1118.0,-2245.17911627,0.0,1.0,0.0,0.0,-1.0
Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_hq_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,459.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_hq_Biological_Protein_interactions_n3.gml,403.0,3.44,4.0,63.0,-113.840202163,0.406,0.0,0.0,0.0,0.0
Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_ht_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,200.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_ht_Biological_Protein_interactions_n3.gml,180.0,2.98,3.0,46.0,-82.4541652056,0.528,0.0,0.0,0.0,0.0
Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_lc_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,288.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_binary_lc_Biological_Protein_interactions_n3.gml,269.0,4.1,4.0,40.0,-59.8378468447,0.949,0.0,0.0,0.0,0.0
Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_cocomp_hq_Biological_Protein_interactions_n3.gml_largestcompdistribution.txt,Biological,Protein_interactions,29.0,3.0,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/Binary_interactomes_various_species_2012_S_pombe_972H_fission_yeast_cocomp_hq_Biological_Protein_interactions_n3.gml,26.0,2.18,1.0,26.0,-35.2924921501,0.533,0.0,0.0,0.0,0.0
C_elegans_interactomes_2009_BPmaps_scaffold_Biological_Protein_interactions_n3.gml_largestcompdistribution.txt,Biological,Protein_interactions,419.0,3.0,0,0,0,0,0,largest,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/C_elegans_interactomes_2009_BPmaps_scaffold_Biological_Protein_interactions_n3.gml,345.0,2.05,1.0,345.0,-533.573800286,0.003,1.0,-1.0,-1.0,-1.0
C_elegans_interactomes_2009_Genetic_Biological_Protein_interactions_n3.gmldistribution.txt,Biological,Protein_interactions,1593.0,3.0,0,0,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Protein_interactions/n3/C_elegans_interactomes_2009_Genetic_Biological_Protein_interactions_n3.gml,759.0,2.26,3.0,377.0,-945.598685801,0.0,0.0,-1.0,0.0,-1.0
