,Domain,Subdomain,num_edges,Graph_order,Weighted,Directed,Bipartite,Multigraph,Multiplex,Component,fp_gml,n,alpha,xmin,ntail,Lpl,ppl,dexp,dln,dstrexp,dplwc
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,17,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml,13,4.9300000000000033,3.0,8.0,-7.4780392094369361,0.73999999999999999,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,240,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml,119,2.3200000000000007,3.0,54.0,-131.24490842260923,0.22800000000000001,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,7,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_31_Social_Political_n3.gml,7,6.5000000000000044,3,3,-0.56893526468220657,0.51600000000000001,,,,
Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml_directedindistribution.txt,Biological,Food_web,187,3,0,in,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml,69,3.0800000000000014,5.0,18.0,-40.885503470754827,0.54500000000000004,0.0,0.0,0.0,0.0
Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml_directedoutdistribution.txt,Biological,Food_web,187,3,0,out,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml,69,2.1300000000000008,2.0,31.0,-69.659362575274471,0.86399999999999999,0.0,0.0,0.0,0.0
Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml_directedtotaldistribution.txt,Biological,Food_web,187,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_Venlaw_Biological_Food_web_n3.gml,69,2.5400000000000014,5.0,29.0,-79.375577634727279,0.29199999999999998,0.0,0.0,0.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,242,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_3_Biological_Tissue_n3.gml,177,1.7900000000000007,1.0,177.0,-370.89167950747168,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,242,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_16d_3_Biological_Tissue_n3.gml,177,1.7900000000000007,1.0,177.0,-370.89167950747168,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,161,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml,67,3.4800000000000022,6.0,25.0,-55.386177699595216,0.28000000000000003,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,26,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml,14,1.6400000000000006,1.0,14.0,-35.987744094814317,0.0070000000000000001,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,101,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml,60,4.030000000000002,6.0,11.0,-21.440482838433866,0.29999999999999999,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,17,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_90_Social_Political_n3.gml,11,4.7900000000000036,4.0,4.0,-5.0177088549199604,0.57699999999999996,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_62_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,1018,3,w2,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_62_Social_Political_n3.gml,382,2.7000000000000011,3.0,189.0,-382.28076179481405,0.0,1.0,1.0,1.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex2.0_directedindistribution.txt,Biological,Connectome,1349,3,0,in,0,0,sub_1,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,277,1.5900000000000003,1.0,180.0,-500.11642078236571,0.0,1.0,-1.0,-1.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex2.0_directedoutdistribution.txt,Biological,Connectome,1349,3,0,out,0,0,sub_1,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,277,3.2600000000000016,9.0,50.0,-138.61980088258872,0.85699999999999998,0.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex2.0_directedtotaldistribution.txt,Biological,Connectome,1349,3,0,total,0,0,sub_1,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,277,2.7100000000000017,14.0,65.0,-237.2608370653258,0.14099999999999999,0.0,0.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex3.0_directedindistribution.txt,Biological,Connectome,605,3,0,in,0,0,sub_2,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,275,1.9400000000000008,2.0,79.0,-204.31501814759801,0.373,1.0,0.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex3.0_directedoutdistribution.txt,Biological,Connectome,605,3,0,out,0,0,sub_2,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,275,3.8600000000000017,4.0,51.0,-81.493524582674979,0.27300000000000002,0.0,0.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex3.0_directedtotaldistribution.txt,Biological,Connectome,605,3,0,total,0,0,sub_2,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,275,2.680000000000001,6.0,62.0,-172.90839439701543,0.52700000000000002,0.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex4.0_directedindistribution.txt,Biological,Connectome,1877,3,0,in,0,0,sub_3,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,361,2.9700000000000011,16.0,34.0,-121.42123231992494,0.28499999999999998,0.0,0.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex4.0_directedoutdistribution.txt,Biological,Connectome,1877,3,0,out,0,0,sub_3,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,361,3.5700000000000021,8.0,87.0,-214.99517604575638,0.26000000000000001,1.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex4.0_directedtotaldistribution.txt,Biological,Connectome,1877,3,0,total,0,0,sub_3,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,361,2.8400000000000016,13.0,105.0,-363.53339109711538,0.33200000000000002,0.0,1.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex5.0_directedindistribution.txt,Biological,Connectome,503,3,0,in,0,0,sub_4,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,246,2.0600000000000009,2.0,82.0,-194.03483458127877,0.014999999999999999,0.0,-1.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex5.0_directedoutdistribution.txt,Biological,Connectome,503,3,0,out,0,0,sub_4,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,246,2.660000000000001,2.0,117.0,-188.37144310804885,0.56100000000000005,1.0,0.0,1.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex5.0_directedtotaldistribution.txt,Biological,Connectome,503,3,0,total,0,0,sub_4,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,246,2.0500000000000007,2.0,163.0,-385.89992283033911,0.019,0.0,-1.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex6.0_directedindistribution.txt,Biological,Connectome,1469,3,0,in,0,0,sub_5,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,348,3.2200000000000011,14.0,30.0,-97.787309210537543,0.433,2.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex6.0_directedoutdistribution.txt,Biological,Connectome,1469,3,0,out,0,0,sub_5,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,348,3.8600000000000017,10.0,40.0,-102.1859999157237,0.48599999999999999,0.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex6.0_directedtotaldistribution.txt,Biological,Connectome,1469,3,0,total,0,0,sub_5,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,348,3.4300000000000024,20.0,40.0,-139.92764590396513,0.99100000000000021,0.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex7.0_directedtotaldistribution.txt,Biological,Connectome,360,3,0,total,0,0,sub_6,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,196,2.2700000000000014,3.0,83.0,-207.29552657237511,0.001,0.0,0.0,1.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex8.0_directedindistribution.txt,Biological,Connectome,910,3,0,in,0,0,sub_7,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,270,3.240000000000002,9.0,39.0,-108.6227689013451,0.27100000000000002,0.0,0.0,0.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex8.0_directedoutdistribution.txt,Biological,Connectome,910,3,0,out,0,0,sub_7,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,270,3.1300000000000017,6.0,49.0,-119.11648483593649,0.624,0.0,0.0,0.0,0.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex8.0_directedtotaldistribution.txt,Biological,Connectome,910,3,0,total,0,0,sub_7,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,270,2.2000000000000006,5.0,121.0,-383.26457321286438,0.0,-1.0,-1.0,-1.0,-1.0
Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml_multiplex9.0_directedtotaldistribution.txt,Biological,Connectome,298,3,0,total,0,0,sub_8,entire,/Volumes/Durodon/gmls/Biological/Connectome/n3/Rat_brain_2011-2013_Rat_rattus_norvegicus_brain_3_2013_Biological_Connectome_n3.gml,167,2.8000000000000016,4.0,57.0,-128.08528235467884,0.22600000000000001,0.0,0.0,0.0,-1.0
ITC99_Benchmark_Circuits_b08_Technological_Digital_Circuit_n3.gml_directedtotaldistribution.txt,Technological,Digital_Circuit,309,3,0,total,0,0,0,entire,/Volumes/Durodon/gmls/Technological/Digital_Circuit/n3/ITC99_Benchmark_Circuits_b08_Technological_Digital_Circuit_n3.gml,167,3.6600000000000015,3.0,150.0,-208.74871063223384,0.029999999999999999,0.0,0.0,0.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,260,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml,235,1.9200000000000008,1.0,235.0,-420.17471807392036,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,199,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml,176,1.9000000000000008,1.0,176.0,-324.0765550982735,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,260,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml,235,1.9200000000000008,1.0,235.0,-420.17471807392036,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,199,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_2_Biological_Tissue_n3.gml,176,1.9000000000000008,1.0,176.0,-324.0765550982735,0.0,-1.0,-1.0,-1.0,-1.0
Freshwater_stream_webs_Healy_Biological_Food_web_n3.gml_directedindistribution.txt,Biological,Food_web,634,3,0,in,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_Healy_Biological_Food_web_n3.gml,96,2.5300000000000007,10.0,32.0,-102.5004403098465,0.69099999999999995,-1.0,-1.0,-1.0,-1.0
Freshwater_stream_webs_Healy_Biological_Food_web_n3.gml_directedoutdistribution.txt,Biological,Food_web,634,3,0,out,0,0,0,entire,/Volumes/Durodon/gmls/Biological/Food_web/n3/Freshwater_stream_webs_Healy_Biological_Food_web_n3.gml,96,1.8200000000000007,3.0,52.0,-175.04528921512215,0.0030000000000000001,-1.0,-1.0,-1.0,-1.0
9-11_terrorist_network_hijacker_associations_Social_Offline_n2.gml_multigraphsimplifieddistribution.txt,Social,Offline,152,2,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Social/Offline/n2/9-11_terrorist_network_hijacker_associations_Social_Offline_n2.gml,62,4.110000000000003,8.0,13.0,-28.759249360034371,0.67500000000000004,0.0,0.0,0.0,0.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,143,3,0,0,0,simplified,sub_pathscore,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml,134,1.9700000000000009,1.0,134.0,-226.66765816566468,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,134,3,0,0,0,simplified,sub_pathscore,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml,116,1.8800000000000008,1.0,116.0,-216.90624890296303,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,143,3,0,0,0,simplified,sub_conductance,entire,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml,134,1.9700000000000009,1.0,134.0,-226.66765816566468,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplified_largestcompdistribution.txt,Biological,Tissue,134,3,0,0,0,simplified,sub_conductance,largest,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Pv_L_I+4xR_U_N_208d_3_Biological_Tissue_n3.gml,116,1.8800000000000008,1.0,116.0,-216.90624890296303,0.0,-1.0,-1.0,-1.0,-1.0
Route_Views_AS_graphs_1997-1998_as19981231_Technological_Communication_n3.gml_multigraphsimplifieddistribution.txt,Technological,Communication,1181,3,0,0,0,simplified,0,connected,/Volumes/Durodon/gmls/Technological/Communication/n3/Route_Views_AS_graphs_1997-1998_as19981231_Technological_Communication_n3.gml,512,2.2700000000000014,2.0,382.0,-775.29263007675434,0.214,1.0,0.0,1.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,169,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml,69,1.6000000000000003,1.0,69.0,-189.22112184759641,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,105,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml,61,6.5000000000000044,8.0,6.0,-9.0736031291029473,0.84799999999999998,0.0,0.0,2.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml_weighted3_largestcompdistribution.txt,Social,Political,56,3,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_87_Social_Political_n3.gml,26,3.9700000000000015,5.0,11.0,-19.627205510807055,0.71599999999999997,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,176,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml,94,2.1300000000000008,2.0,60.0,-134.72663227988431,0.23400000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,175,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml,92,2.1300000000000008,2.0,60.0,-134.72663227988431,0.25900000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,108,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_3_Social_Political_n3.gml,79,2.4200000000000013,2.0,35.0,-64.493797328444174,0.85599999999999998,1.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,510,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml,195,1.7100000000000006,1.0,195.0,-452.35375270428523,0.0,1.0,-1.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,509,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml,193,1.7100000000000006,1.0,193.0,-450.93293400412711,0.0,1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,256,3,w3,0,0,0,0,connected,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_25_Social_Political_n3.gml,172,2.100000000000001,1.0,172.0,-254.30750681309638,0.010999999999999999,0.0,0.0,0.0,0.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_1_Biological_Tissue_n3.gml_multiplexpathscore_multigraphsimplifieddistribution.txt,Biological,Tissue,236,3,0,0,0,simplified,sub_pathscore,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_1_Biological_Tissue_n3.gml,194,1.8800000000000008,1.0,194.0,-363.27671798996562,0.0,-1.0,-1.0,-1.0,-1.0
Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_1_Biological_Tissue_n3.gml_multiplexconductance_multigraphsimplifieddistribution.txt,Biological,Tissue,236,3,0,0,0,simplified,sub_conductance,connected,/Volumes/Durodon/gmls/Biological/Tissue/n3/Fungal_growth_networks_Rb_M_I_Fc-L_N_20d_1_Biological_Tissue_n3.gml,194,1.8800000000000008,1.0,194.0,-363.27671798996562,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml_weighted2distribution.txt,Social,Political,43,2,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml,29,1.8200000000000007,1.0,29.0,-58.642323349960975,0.035000000000000003,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml_weighted2_largestcompdistribution.txt,Social,Political,24,2,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml,15,1.8000000000000007,1.0,15.0,-30.866479059620765,0.0080000000000000002,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml_weighted3distribution.txt,Social,Political,35,2,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml,26,2.5000000000000013,2.0,17.0,-29.963102783257398,0.40300000000000002,0.0,0.0,0.0,0.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml_weighted3_largestcompdistribution.txt,Social,Political,17,2,w3,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n2/US_Congress_roll-call_votes_1789-2009_Rollcall_US_Senate_7_Social_Political_n2.gml,14,1.9400000000000008,1.0,14.0,-24.496253723828922,0.32700000000000001,0.0,0.0,0.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml_weighted2distribution.txt,Social,Political,418,3,w2,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml,106,1.5400000000000005,1.0,106.0,-317.99745417752069,0.001,0.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml_weighted2_largestcompdistribution.txt,Social,Political,406,3,w2,0,0,0,0,largest,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml,88,1.6500000000000006,2.0,71.0,-243.50754464537158,0.0,-1.0,-1.0,-1.0,-1.0
US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml_weighted3distribution.txt,Social,Political,217,3,w3,0,0,0,0,entire,/Volumes/Durodon/gmls/Social/Political/n3/US_Congress_roll-call_votes_1789-2009_Rollcall_US_House_22_Social_Political_n3.gml,74,1.6100000000000003,1.0,74.0,-198.84141213924821,0.0,0.0,-1.0,-1.0,-1.0
